Cs,FA,MA,I,Br,structure,bandgap,glass,ETL,ETL-2,Ethickness,HTL,Hthickness,meta,depositionProcedure,depositionMethod,Anti-solvent,PrecursorSolution,AnnealingTemperature,AnnealingTime,Jsc,Voc,FF,PCE
0.05,0.8075,0.1425,2.55,0.45,1,1.612,FTO,c-TiO2,mp-TiO2,36.008,spiro,190.22,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,21.7,1.055,0.7548,17.1
0.05,0.7125,0.2375,2.7,0.3,0,1.6,ITO,C,BCP,22.2,PTAA,94.0034,Cu,two-step,spin,unknown,DMF/NMP,100.0,30.0,20.8,1.08,0.767,17.3
0.0,0.85,0.15,1.8,1.2,1,1.76,ITO,TiO2,unknown,22.2,spiro,139.2,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,15.8,1.11,0.56,8.32
0.05,0.9025,0.0475,2.9,0.15,1,1.503,FTO,TiO2,unknown,72.6,spiro,150.428,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,24.69,1.126,0.768,21.4
0.2,0.8,0.0,2.84,0.16,1,1.58,FTO,c-TiO2,mp-TiO2,24.2,spiro,61.2,Au,two-step,spin,CB,DMF/DMSO,100.0,10.0,21.9,1.073,0.742,17.35
0.05,0.7885,0.1615,2.49,0.51,1,1.69005,FTO,TiO2,Y-TiO2,52.0,spiro,104.0,Au,two-step,spin,CB,DMF/DMSO,110.0,50.0,23.65,1.184,0.71,20.09
0.17,0.83,0.0,1.8,1.2,0,1.694780000000001,ITO,C,BCP,21.2,Me-2PACz,94.0034,Ag,unknown,spin,ANI,DMF/DMSO,100.0,30.0,17.3,1.22,0.77,16
0.05,0.8,0.15,2.52,0.48,1,1.6312,ITO,TiO2,unknown,46.2,CuSCN,91.0,Cu,unknown,unknown,unknown,unknown,102.0,38.6,18.503,1.1,0.739,15.054
0.05,0.7885,0.1615,2.49,0.51,1,1.603289999999999,FTO,c-TiO2,mp-TiO2,81.0,spiro,251.0,Au,one-step,spin,EA,DMF/DMSO,100.0,60.0,23.3,1.15,0.74,19.8
0.0,0.0,1.0,2.5,0.5,1,1.66,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,18.3,1.1,0.66,13.2
0.1,0.747,0.153,2.49,0.51,1,1.762353333333336,FTO,c-TiO2,mp-TiO2,72.6,spiro,200.62,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,23.6,1.11,0.77,20.2
0.05,0.87,0.08,2.76,0.24,0,1.547258333333334,ITO,BCP,C60,24.2,PTAA,55.0034,Ag,one-step,spin,unknown,DMF/DMSO/4F-PEAI/Pb(SCN)2/Ga(AcAc)3,100.0,30.0,22.06,1.07,0.798,18.7
0.05,0.7885,0.1615,2.515,0.4845,0,1.687240000000001,ITO,C,unknown,36.008,0.033PTAA,190.22,Cu,one-step,spin,diethyl ether,DMF/DMSO,100.0,60.0,22.0,1.08,0.753,17.8
0.0,0.4,0.6,3.0,0.0,1,1.695760000000001,FTO,TiO2,unknown,44.2,spiro,108.0,Au,one-step,spin,unknown,unknown,110.0,39.6,18.96,0.992,0.692,13.4
0.05,0.7885,0.1615,2.46,0.54,1,1.63,unknown,unknown,unknown,30.2,unknown,89.2,unknown,unknown,unknown,unknown,unknown,100.0,44.0,21.6,1.1,0.779,18.4
0.05,0.8,0.15,2.55,0.45,1,1.63,unknown,unknown,unknown,46.208000000000006,unknown,149.22,unknown,unknown,unknown,unknown,unknown,104.0,47.0,22.8,1.24,0.78,22.1
0.05,0.85,0.15,2.55,0.45,0,1.528630000000001,ITO,PCBM,BCP,72.6,PTAA,200.62,Ag,one-step,spin,EA,DMF/DMSO,100.0,60.0,23.36,1.04,0.7895,19.18
0.0,0.83,0.17,2.49,0.51,1,1.603289999999999,FTO,c-TiO2,mp-TiO2,80.0,spiro,250.0,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,23.7,1.11,0.77,20.1
0.17,0.83,0.0,1.2,1.8,1,1.93,FTO,SnO2,unknown,34.6,spiro,160.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,13.6,1.312,0.652,14.35
0.17,0.83,0.0,1.8,1.2,0,1.68654,ITO,C,BCP,21.2,MeO-2PACz,94.0034,Ag,unknown,spin,ANI,DMF/DMSO,100.0,30.0,16.7,1.13,0.79,14
0.0,0.55,0.45,1.65,1.35,1,1.81,ITO,TiO2,unknown,22.2,spiro,139.2,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,17.38,1.1,0.6,12.33
0.0,0.6,0.4,3.0,0.0,0,1.54,ITO,C60,PCBM,23.2,NiOx,104.2,Ag,two-step,spin,toluene,DMF/DMSO,100.0,10.0,20.38,0.99,0.65,13.11
0.05,0.87,0.08,2.76,0.24,0,1.695760000000001,ITO,BCP,C60,24.2,PTAA,52.0034,Ag,one-step,spin,unknown,DMF/DMSO/Ga(AcAc)3,100.0,30.0,21.87,1.02,0.799,17.9
0.05,0.79,0.16,2.5,0.5,1,1.68654,ITO,TiO2,unknown,34.4,ClS,150.22,Au,two-step,spin,CB,DMF/DMSO/MWCNT-g-PDDT,100.0,60.0,19.4,1.04,0.71,14.39
0.17,0.83,0.0,2.4,0.8,1,1.72,FTO,SnO2,unknown,34.6,spiro,150.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,18.3,1.244,0.77,18.6
0.05,0.7885,0.1615,2.49,0.51,1,1.603289999999999,FTO,4%Nb–mpTiO2,unknown,34.6,unknown,160.22,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,14.98,0.83,0.47,5.84
0.0,0.83,0.17,2.49,0.51,1,1.761180000000002,FTO,c-TiO2,mp-TiO2,30.0,spiro,50.0314,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,22.1,1.071,0.71,16.8
0.0,0.83,0.17,1.0,2.0,1,1.98,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,11.1,0.98,0.54,5.8
0.0,0.83,0.17,2.5,0.5,1,1.63,FTO,c-TiO2,mp-TiO2,24.2,spiro,59.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,22.7,1.1,0.7,17.4
0.05,0.79,0.16,3.0,0.0,1,1.685576666666667,FTO,c-TiO2,mp-TiO2,46.208000000000006,SnS,200.62,Au,two-step,spin,CB,DMF/DMSO/CsI,100.0,60.0,22.96,0.944,0.633,13.72
0.05,0.7885,0.1615,2.515,0.4845,0,1.687240000000001,ITO,C,unknown,34.008,0.015PTAA,190.22,Cu,one-step,spin,diethyl ether,DMF/DMSO,100.0,60.0,22.2,1.07,0.798,18.8
0.05,0.79,0.15,2.45,0.55,1,1.541155000000001,ITO,c-TiO2,mp-TiO2,26.20800000000001,spiro,190.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,21.61,1.09,0.6463,15.23
0.05,0.83,0.12,2.61,0.39,1,1.61,FTO,c-TiO2,mp-TiO2/SnO2-NCs,32.008,spiro,140.22340000000003,Au,two-step,spin,CB,DMF/DMSO,100.0,50.0,21.83,1.135,0.684, 16.92
0.06,0.8,0.14,2.58,0.42,1,1.685746666666667,FTO,TiO2,unknown,24.2,spiro,55.0034,Ag,two-step,spin,CB,DMF/DMSO/3APL,100.0,30.0,23.83,1.09,0.792,20.59
0.05,0.7885,0.1615,2.49,0.51,1,1.53797,FTO,TiO2,unknown,60.0,spiro:Dopant-free,80.0,Ag,one-step,spin,CB,DMF/DMSO,110.0,60.0,18.9,0.79,0.434,6.2
0.0,1.0,0.0,0.0,3.0,1,2.27,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,7.5,1.14,0.58,5
0.05,0.8075,0.1425,2.572,0.4275,1,1.65,unknown,unknown,unknown,46.4,unknown,108.0,unknown,unknown,unknown,unknown,unknown,102.0,32.0,1.21,1.59,22.59,0.81
0.4,0.498,0.102,2.49,0.51,1,1.695760000000001,FTO,c-TiO2,mp-TiO2,34.6,spiro,150.22,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,18.3,1.01,0.71,13.1
0.0,0.83,0.17,1.5,1.5,1,1.87,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,15.6,1.15,0.63,11.4
0.15,0.85,0.0,2.85,0.15,1,1.59,FTO,SnO2,C,28.0,spiro,172.0,Ag,three-step,spin,unknown,DMF/DMSO,150.0,30.0,0.98,21.5,0.7,14.7
0.05,0.7885,0.1615,2.49,0.51,1,1.695760000000001,FTO,1%Nb–mpTiO2,unknown,34.6,unknown,160.22,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,14.52,0.84,0.41,5
0.2,0.8,0.0,1.95,1.05,1,1.76,FTO,SnO2,C,28.0,spiro,172.0,Ag,three-step,spin,unknown,DMF/DMSO,150.0,30.0,1.08,16.9,0.7,12.5
0.0,0.0,1.0,3.0,0.0,1,1.6,unknown,unknown,unknown,32.6,unknown,98.2034,unknown,unknown,unknown,unknown,unknown,106.0,44.0,20.7,1.26,0.8,20.7
0.08,0.8004,0.1196,2.641,0.3588,1,1.603289999999999,FTO,c-TiO2,mp-TiO2,72.6,spiro,200.614,Cu,two-step,spin,CB,DMF/DMSO,100.0,60.0,24.13,1.1,0.676,17.82
0.4,0.0,0.6,3.0,0.0,0,1.62,ITO,PCBM,unknown,24.0,PEDOT:PSS,198.0,Al,one-step,spin,toluene,GBL/DMF,110.0,10.0,4.26,1.03,0.57,2.5
0.0,0.65,0.35,1.95,1.05,1,1.73,ITO,TiO2,unknown,22.2,spiro,139.2,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,18.5,1.09,0.68,13.95
0.15,0.85,0.0,2.55,0.45,1,1.762353333333336,ITO,SnO2,unknown,21.2,spiro,94.0034,Au,two-step,R2R,CB,DMSO/2BE,100.0,30.0,15.2,1.029,0.715,15.2
0.05,0.7885,0.1615,2.49,0.51,1,1.529135450293171,FTO,TiO2,unknown,52.0,spiro:tBP : LiTFSI,104.0,Ag,one-step,spin,CB,DMF/DMSO,110.0,60.0,21.9,1.09,0.681,16.5
0.0,0.0,1.0,3.0,0.0,1,1.534075000000001,ITO,SnO2,unknown,20.0,spiro,220.0,Ag,two-step,R2R,CB,DMF/DMSO,100.0,10.0,15.5,0.83,0.607,7.8
0.05,0.88,0.07,3.0,0.0,0,1.844525634920634,FTO,PCBM,BCP,24.2,MeO-4PACz,64.0,Ag,one-step,spin,isopropanol ,DMF/DMSO,100.0,15.0,25.08,1.167,0.8401,24.29
0.05,0.7885,0.1615,2.515,0.4845,0,1.685676666666667,ITO,C,unknown,34.008,0.1PTAA,190.22,Cu,one-step,spin,diethyl ether,DMF/DMSO,100.0,60.0,22.2,1.03,0.808,18.4
0.05,0.7885,0.1615,2.49,0.51,1,1.695760000000001,FTO,Li-TiO2,unknown,72.6,spiro,150.428,Au,one-step,coat,BBr,DMF/DMSO,100.0,60.0,24.8,1.1,0.696,18.3
0.07,0.9,0.03,2.76,0.24,1,1.695760000000001,FTO,c-TiO2,mp-TiO2,28.0,spiro/Gual,172.0,Au,two-step,spin,CB,DMF/DMSO/EAI/IAI,150.0,30.0,21.97,1.14,0.71,18.1
0.25,0.5625,0.1875,2.28,0.72,0,1.72,ITO,C,BCP,21.2,PTAA,94.0034,Cu,two-step,spin,unknown,DMF/NMP,100.0,30.0,17.9,1.12,0.764,15.3
0.0,0.33,0.67,1.0,2.0,1,1.97,FTO,c-TiO2,mp-TiO2,21.2,spiro,94.0034,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,9.0,1.08,0.64,6.2
0.05,0.875,0.075,2.835,0.225,1,1.685746666666667,FTO,c-TiO2,mp-TiO2,52.0,TBTA[6]H/TBPHTFSI,104.0,Au,two-step,spin,CB,DMF/DMSO/MF,120.0,60.0,24.57,1.13,0.8,22.2
0.1,0.747,0.153,2.49,0.51,1,1.69005,FTO,c-TiO2,unknown,34.6,spiro,150.22,Cu,two-step,spin,CB,DMF/DMSO,100.0,60.0,18.0,1.09,0.72,14.1
0.7,0.3,0.0,3.0,0.0,1,1.675392,FTO,c-TiO2,unknown,28.0,spiro,172.0,Ag,three-step,spin,toluene,DMF/DMSO,170.0,10.0,18.08,1.0,0.56,10.2
0.2,0.664,0.136,2.49,0.51,1,1.603289999999999,FTO,TiO2,unknown,60.0,spiro,80.0,Au,two-step,spin,CB,DMF/DMSO,110.0,60.0,17.11,0.95,0.5499,8.92
0.175,0.75,0.075,2.64,0.36,0,1.525763095238096,ITO,PCBM,ZnO,24.2,NiOx,65.2,Ag,two-step,spin,unknown,DMF/DMSO,100.0,10.0,21.3,1.06,0.7695,17.42
0.05,0.86,0.09,2.91,0.09,1,1.56,FTO,SnO2,unknown,72.6,spiro,200.62,Ag,two-step,spin,CB,DMF/DMSO/MACl,100.0,60.0,23.5,1.08,0.776,19.7
0.05,0.7885,0.1615,2.49,0.51,1,1.526575000000001,FTO,5%Nb–PlanarTiO2,unknown,34.6,unknown,150.22,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,16.98,0.78,0.54,7.15
